"global_category","indicator_name","value","count"
"Sectoral Information","Sectoral plans on","Reduction of GHG emissions in the aviation sector<br>Identify the current profile of GHG emissions from Sri Lankan operators (Sri Lankan Airline and FITS Aviation) in international operations and domestic operators<br>Forecast the BAU future emissions from the aviation operators<br>Identify GHG mitigations options<br>Identify implementation mechanisms and resource requirements for the implementation of mitigation options",1
"Sectoral Information","Sectoral plans on","Reduction of GHG emissions in the maritime sector.<br>Maintain international standards related to climate change in maritime transportation.",1
"Sectoral Information","Sectoral plans on","Reforestation of degraded areas",1
"Sectoral Information","Sectoral plans on","Regeneration of forest areas | reduction of deforestation",1
"Sectoral Information","Sectoral plans on","Rehabilitation of degraded pastures and application of conservation agriculture.",1
"Sectoral Information","Sectoral plans on","Renovabio Program, which uses decarbonization market mechanisms to foster production and consumption of these renewable resources",1
"Sectoral Information","Sectoral plans on","Replace air conditioners in administrative buildings",1
"Sectoral Information","Sectoral plans on","Research into technology to reduce agricultural greenhouse gas emissions.",1
"Sectoral Information","Sectoral plans on","Restoration of degraded forests and hilltops.",1
"Sectoral Information","Sectoral plans on","Restoring degraded forests and hilltops (shrubs, grasslands and state lands)",1
"Sectoral Information","Sectoral plans on","Restricted and controlled logging will only be allowed in designated Inter Riverine Zones (IRZ)",1
"Sectoral Information","Sectoral plans on","Retrofit existing buildings based on new retrofit codes and provide businesses and consumers with information on energy performance",1
"Sectoral Information","Sectoral plans on","Rice cultivation, crop mix",1
"Sectoral Information","Sectoral plans on","Rural electrification",1
"Sectoral Information","Sectoral plans on","Scotland: ""Priorities to achieving its commitment to moving towards a more circular economy – where products and materials are kept in high value use for as long as possible.""",1
"Sectoral Information","Sectoral plans on","Scotland’s buildings will be warmer, greener and more energy efficient.",1
"Sectoral Information","Sectoral plans on","set increasingly stringent standards for light- and heavy-duty vehicles<br>Invest in infrastructure to support zero-emissions vehicles",1
"Sectoral Information","Sectoral plans on","Singapore is pushing ahead on solar deployment despite constraints.",1
"Sectoral Information","Sectoral plans on","Singapore is taking steps to make public and shared transport and active mobility the preferred mode of travel.",1
"Sectoral Information","Sectoral plans on","Singapore will estimate GHG emissions and removals in the LULUCF sector with up to Tier 3 approaches where feasible.",1
"Sectoral Information","Sectoral plans on","Solar LED lamps",1
"Sectoral Information","Sectoral plans on","Solar power plants with the capacity of 115 MW will be established.",1
"Sectoral Information","Sectoral plans on","Solar powered appliances and equipment<br>Solar, solar powered appliances and equipments",1
"Sectoral Information","Sectoral plans on","solar PV on the roofs of administrative buildings <br>Promotion of solar street lighting<br>Promotion household access to Solar PV kits in remote areas",1
"Sectoral Information","Sectoral plans on","Solid wastes to managed landfill sites; Rehabilitation of unmanaged waste sites",1
"Sectoral Information","Sectoral plans on","Southern African Solar Thermal Training and Demonstration Initiative",1
"Sectoral Information","Sectoral plans on","Start of the ring closure of the high-voltage power supply network throughout the country to support decentralized electrical power generation from renewable sources: 422 km installed by 2025 <br>Adoption of renewable energy for heating domestic water, heating and electricity generation",1
"Sectoral Information","Sectoral plans on","Steel industry implements: CO2 recovery, improvement process in smelter and scrap utilization.",1
"Sectoral Information","Sectoral plans on","Street lights",1
"Sectoral Information","Sectoral plans on","Strengthen and extend electricity networks<br>Promotion of the partial substitution of charcoal consumptions by butane gas.",1
"Sectoral Information","Sectoral plans on","Strengthen energy efficiency and change consumer behavior.",1
"Sectoral Information","Sectoral plans on","Strengthen sustainable forest management. | Strengthen and increase the establishment and management of sustainable commercial forest plantations. | Strengthen forest control.",1
"Sectoral Information","Sectoral plans on","Strengthening efforts to reduce emissions",1
"Sectoral Information","Sectoral plans on","Studies to increase use of waste as an alternative fuel",1
"Sectoral Information","Sectoral plans on","Study utilization of wastes generated from breeding farms and poultry farms",1
"Sectoral Information","Sectoral plans on","Substantially increasing the use of natural gas, through infrastructure projects allowing liquefied natural gas imports.<br>Import liquefied petroleum gas to increase its share in the industrial sector as a substitute for fuel oil",1
"Sectoral Information","Sectoral plans on","Substitution of energy-consuming bulbs by low-consumption LEDs",1
"Sectoral Information","Sectoral plans on","Substitution of nitrogen-rich urea with organic manure<br>Micro-dose ferttillizer usage",1
"Sectoral Information","Sectoral plans on","Support for the organization and development of the market for improved efficient stoves<br>Conduct a survey on improved stove penetration rates, gas cooking equipment and energy consumption in households (whole country)<br>Perform tests to verify the performance of the various improved stoves distributed by different actors",1
"Sectoral Information","Sectoral plans on","Support to Reform in the Energy Sector",1
"Sectoral Information","Sectoral plans on","Supporting renewable energy projects for agricultural uses; Strengthening capacities and training of human resources in all branches of this sector.| Developing of production and productivity, and enhancing of the ability to cope the impact of climate change and drought, through issuing a number of national laws and communications, such as organizing the investment of state lands to establish productive and service projects for this sector;",1
"Sectoral Information","Sectoral plans on","Sustainable Forest Management",1
"Sectoral Information","Sectoral plans on","Sustainable forest management through active participation of different stakeholders<br>A landscape-scale and ecosystem management approach, emphasizing the role of sub-national jurisdictions",1
"Sectoral Information","Sectoral plans on","Sustainable Land Management",1
"Sectoral Information","Sectoral plans on","Take stock, organize and value the biomass sector in order to promote biomass use in industry as a substitute for fuel oil",1
"Sectoral Information","Sectoral plans on","technical conditions governing the trade and manufacture of fertilizers; ,",1
"Sectoral Information","Sectoral plans on","the 2011-2020 National Action Programme on Reduction of GHG Emissions through Efforts to Reduce Deforestation and Forest Degradation, Sustainable Management of Forest Resources, Conservation and Enhancement of Forest Carbon Stocks (2017)",1
"Sectoral Information","Sectoral plans on","The country is currently developing proposals for a countrywide Integrated Waste Management (IWM) PPP concession which is expected to improve the management and reduce the emissions of the waste sector.",1
"Sectoral Information","Sectoral plans on","the master plan for inland waterway transport development",1
"Sectoral Information","Sectoral plans on","the National Target Programme on Energy-saving and Energy Efficiency (2006)",1
"Sectoral Information","Sectoral plans on","the Scheme on Development of Biofuel up to 2015 with a vision to 2025 (2007)",1
"Sectoral Information","Sectoral plans on","Thermal power plants efficiency",1
"Sectoral Information","Sectoral plans on","This commitment will be implemented primarily through national policies focused on air quality. In addition, it will be monitored through permanent and periodic work to improve information available in the black carbon inventory.<br>In 2020, develop a Circular Economy Roadmap for the years 2020 to 2040, agreed at a national level, which will focus on the transition towards a circular economy with short, medium and long-term measures established to 2040.",1
"Sectoral Information","Sectoral plans on","Train and raise awareness of stakeholders on waste issues.",1
"Sectoral Information","Sectoral plans on","Tunnel projects",1
"Sectoral Information","Sectoral plans on","Upgrade energy efficiency",1
"Sectoral Information","Sectoral plans on","Upgrade of the outdated large taxi fleet<br>improvement of maintenance and technical control of transport vehicles",1
"Sectoral Information","Sectoral plans on","Upgrade refineries, LPG fuel for vehicles",1
"Sectoral Information","Sectoral plans on","Upgrading and development of efficient public transport systems",1
"Sectoral Information","Sectoral plans on","Upgrading and modernization of rail services",1
"Sectoral Information","Sectoral plans on","Upgrading maintenance of bus fleet; Upgrading the industrial fleet",1
"Sectoral Information","Sectoral plans on","Upgrading of Fuel Quality Standards.",1
"Sectoral Information","Sectoral plans on","Urban rail",1
"Sectoral Information","Sectoral plans on","Use of low-emission crops",1
"Sectoral Information","Sectoral plans on","Use plasma-technology for waste-to-energy",1
"Sectoral Information","Sectoral plans on","utilization of waste and garbage into energy production",1
"Sectoral Information","Sectoral plans on","Waste heat recovery at cement plant, clinker replacement",1
"Sectoral Information","Sectoral plans on","Waste management program, methane from landfills",1
"Sectoral Information","Sectoral plans on","Waste minimization, re-use and recovery",1
"Sectoral Information","Sectoral plans on","Waste segregation, storage, collection and transport",1
"Sectoral Information","Sectoral plans on","Water management through intermittent irrigation ",1
